id,id_educational_center,id_geographical_area,id_market,id_country
1291,3,2,5,87
1292,14,2,5,87
1293,13,2,5,87
1294,7,2,5,87
1295,4,2,5,87
1296,15,2,5,87
1297,12,2,5,87
1298,9,2,5,87
1299,101,2,5,87
1300,6,2,5,87
1301,8,2,5,87
1302,10,2,5,87
1303,11,2,5,87
1304,1,2,5,87
1305,2,2,5,87
1306,3,1,1,88
1307,14,1,1,88
1308,13,1,1,88
1309,7,1,1,88
1310,4,1,1,88
1311,15,1,1,88
1312,12,1,1,88
1313,9,1,1,88
1314,101,1,1,88
1315,6,1,1,88
1316,8,1,1,88
1317,10,1,1,88
1318,11,1,1,88
1319,1,1,1,88
1320,2,2,5,88
1321,3,1,1,89
1322,14,1,1,89
1323,13,1,1,89
1324,7,1,1,89
1325,4,1,1,89
1326,15,1,1,89
1327,12,1,1,89
1328,9,1,1,89
1329,101,1,1,89
1330,6,1,1,89
1331,8,1,1,89
1332,10,1,1,89
1333,11,1,1,89
1334,1,1,1,89
1335,2,2,5,89
1336,3,2,5,90
1337,14,2,5,90
1338,13,2,5,90
1339,7,2,5,90
1340,4,2,5,90
1341,15,2,5,90
1342,12,2,5,90
1343,9,2,5,90
1344,101,2,5,90
1345,6,2,5,90
1346,8,2,5,90
1347,10,2,5,90
1348,11,2,5,90
1349,1,2,5,90
1350,2,2,5,90
1351,3,1,1,91
1352,14,1,1,91
1353,13,1,1,91
1354,7,1,1,91
1355,4,1,1,91
1356,15,1,1,91
1357,12,1,1,91
1358,9,1,1,91
1359,101,1,1,91
1360,6,1,1,91
1361,8,1,1,91
1362,10,1,1,91
1363,11,1,1,91
1364,1,1,1,91
1365,2,2,5,91
1366,3,2,5,92
1367,14,2,5,92
1368,13,2,5,92
1369,7,2,5,92
1370,4,2,5,92
1371,15,2,5,92
1372,12,2,5,92
1373,9,2,5,92
1374,101,2,5,92
1375,6,2,5,92
1376,8,2,5,92
1377,10,2,5,92
1378,11,2,5,92
1379,1,2,5,92
1380,2,2,5,92
1381,3,1,1,93
1382,14,1,1,93
1383,13,1,1,93
1384,7,1,1,93
1385,4,1,1,93
1386,15,1,1,93
1387,12,1,1,93
1388,9,1,1,93
1389,101,1,1,93
1390,6,1,1,93
1391,8,1,1,93
1392,10,1,1,93
1393,11,1,1,93
1394,1,1,1,93
1395,2,2,5,93
1396,3,1,1,94
1397,14,1,1,94
1398,13,1,1,94
1399,7,1,1,94
1400,4,1,1,94
1401,15,1,1,94
1402,12,1,1,94
1403,9,1,1,94
1404,101,1,1,94
1405,6,1,1,94
1406,8,1,1,94
1407,10,1,1,94
1408,11,1,1,94
1409,1,1,1,94
1410,2,2,5,94
1411,3,1,1,95
1412,14,1,1,95
1413,13,1,1,95
1414,7,1,1,95
1415,4,1,1,95
1416,15,1,1,95
1417,12,1,1,95
1418,9,1,1,95
1419,101,1,1,95
1420,6,1,1,95
1421,8,1,1,95
1422,10,1,1,95
1423,11,1,1,95
1424,1,1,1,95
1425,2,2,5,95
1426,3,1,1,96
1427,14,1,1,96
1428,13,1,1,96
1429,7,1,1,96
1430,4,1,1,96
1431,15,1,1,96
1432,12,1,1,96
1433,9,1,1,96
1434,101,1,1,96
1435,6,1,1,96
1436,8,1,1,96
1437,10,1,1,96
1438,11,1,1,96
1439,1,1,1,96
1440,2,2,5,96
1441,3,1,1,97
1442,14,1,1,97
1443,13,1,1,97
1444,7,1,1,97
1445,4,1,1,97
1446,15,1,1,97
1447,12,1,1,97
1448,9,1,1,97
1449,101,1,1,97
1450,6,1,1,97
1451,8,1,1,97
1452,10,1,1,97
1453,11,1,1,97
1454,1,1,1,97
1455,2,2,5,97
1456,3,1,1,98
1457,14,1,1,98
1458,13,1,1,98
1459,7,1,1,98
1460,4,1,1,98
1461,15,1,1,98
1462,12,1,1,98
1463,9,1,1,98
1464,101,1,1,98
1465,6,1,1,98
1466,8,1,1,98
1467,10,1,1,98
1468,11,1,1,98
1469,1,1,1,98
1470,2,2,5,98
1471,3,1,1,99
1472,14,1,1,99
1473,13,1,1,99
1474,7,1,1,99
1475,4,1,1,99
1476,15,1,1,99
1477,12,1,1,99
1478,9,1,1,99
1479,101,1,1,99
1480,6,1,1,99
1481,8,1,1,99
1482,10,1,1,99
1483,11,1,1,99
1484,1,1,1,99
1485,2,2,5,99
1486,3,1,1,100
1487,14,1,1,100
1488,13,1,1,100
1489,7,1,1,100
1490,4,1,1,100
1491,15,1,1,100
1492,12,1,1,100
1493,9,1,1,100
1494,101,1,1,100
1495,6,1,1,100
1496,8,1,1,100
1497,10,1,1,100
1498,11,1,1,100
1499,1,1,1,100
1500,2,2,5,100
1501,3,1,1,101
1502,14,1,1,101
1503,13,1,1,101
1504,7,1,1,101
1505,4,1,1,101
1506,15,1,1,101
1507,12,1,1,101
1508,9,1,1,101
1509,101,1,1,101
1510,6,1,1,101
1511,8,1,1,101
1512,10,1,1,101
1513,11,1,1,101
1514,1,1,1,101
1515,2,2,5,101
1516,3,1,1,102
1517,14,1,1,102
1518,13,1,1,102
1519,7,1,1,102
1520,4,1,1,102
1521,15,1,1,102
1522,12,1,1,102
1523,9,1,1,102
1524,101,1,1,102
1525,6,1,1,102
1526,8,1,1,102
1527,10,1,1,102
1528,11,1,1,102
1529,1,1,1,102
1530,2,2,5,102
1531,3,2,5,103
1532,14,2,5,103
1533,13,2,5,103
1534,7,2,5,103
1535,4,2,5,103
1536,15,2,5,103
1537,12,2,5,103
1538,9,2,5,103
1539,101,2,5,103
1540,6,2,5,103
1541,8,2,5,103
1542,10,2,5,103
1543,11,2,5,103
1544,1,2,5,103
1545,2,2,5,103
1546,3,1,1,104
1547,14,1,1,104
1548,13,1,1,104
1549,7,1,1,104
1550,4,1,1,104
1551,15,1,1,104
1552,12,1,1,104
1553,9,1,1,104
1554,101,1,1,104
1555,6,1,1,104
1556,8,1,1,104
1557,10,1,1,104
1558,11,1,1,104
1559,1,1,1,104
1560,2,2,5,104
1561,3,1,1,105
1562,14,1,1,105
1563,13,1,1,105
1564,7,1,1,105
1565,4,1,1,105
1566,15,1,1,105
1567,12,1,1,105
1568,9,1,1,105
1569,101,1,1,105
1570,6,1,1,105
1571,8,1,1,105
1572,10,1,1,105
1573,11,1,1,105
1574,1,1,1,105
1575,2,2,5,105
1576,3,1,1,106
1577,14,1,1,106
1578,13,1,1,106
1579,7,1,1,106
1580,4,1,1,106
1581,15,1,1,106
1582,12,1,1,106
1583,9,1,1,106
1584,101,1,1,106
1585,6,1,1,106
1586,8,1,1,106
1587,10,1,1,106
1588,11,1,1,106
1589,1,1,1,106
1590,2,2,5,106
1591,3,1,1,107
1592,14,1,1,107
1593,13,1,1,107
1594,7,1,1,107
1595,4,1,1,107
1596,15,1,1,107
1597,12,1,1,107
1598,9,1,1,107
1599,101,1,1,107
1600,6,1,1,107
1601,8,1,1,107
1602,10,1,1,107
1603,11,1,1,107
1604,1,1,1,107
1605,2,2,5,107
1606,3,1,1,108
1607,14,1,1,108
1608,13,1,1,108
1609,7,1,1,108
1610,4,1,1,108
1611,15,1,1,108
1612,12,1,1,108
1613,9,1,1,108
1614,101,1,1,108
1615,6,1,1,108
1616,8,1,1,108
1617,10,1,1,108
1618,11,1,1,108
1619,1,1,1,108
1620,2,2,5,108
1621,3,1,1,109
1622,14,1,1,109
1623,13,1,1,109
1624,7,1,1,109
1625,4,1,1,109
1626,15,1,1,109
1627,12,1,1,109
1628,9,1,1,109
1629,101,1,1,109
1630,6,1,1,109
1631,8,1,1,109
1632,10,1,1,109
1633,11,1,1,109
1634,1,1,1,109
1635,2,2,5,109
1636,3,1,1,110
1637,14,1,1,110
1638,13,1,1,110
1639,7,1,1,110
1640,4,1,1,110
1641,15,1,1,110
1642,12,1,1,110
1643,9,1,1,110
1644,101,1,1,110
1645,6,1,1,110
1646,8,1,1,110
1647,10,1,1,110
1648,11,1,1,110
1649,1,1,1,110
1650,2,2,5,110
1651,3,2,5,111
1652,14,2,5,111
1653,13,2,5,111
1654,7,2,5,111
1655,4,2,5,111
1656,15,2,5,111
1657,12,2,5,111
1658,9,2,5,111
1659,101,2,5,111
1660,6,2,5,111
1661,8,2,5,111
1662,10,2,5,111
1663,11,2,5,111
1664,1,2,5,111
1665,2,2,5,111
1666,3,1,1,112
1667,14,1,1,112
1668,13,1,1,112
1669,7,1,1,112
1670,4,1,1,112
1671,15,1,1,112
1672,12,1,1,112
1673,9,1,1,112
1674,101,1,1,112
1675,6,1,1,112
1676,8,1,1,112
1677,10,1,1,112
1678,11,1,1,112
1679,1,1,1,112
1680,2,2,5,112
1681,3,1,1,113
1682,14,1,1,113
1683,13,1,1,113
1684,7,1,1,113
1685,4,1,1,113
1686,15,1,1,113
1687,12,1,1,113
1688,9,1,1,113
1689,101,1,1,113
1690,6,1,1,113
1691,8,1,1,113
1692,10,1,1,113
1693,11,1,1,113
1694,1,1,1,113
1695,2,2,5,113
1696,3,1,1,114
1697,14,1,1,114
1698,13,1,1,114
1699,7,1,1,114
1700,4,1,1,114
1701,15,1,1,114
1702,12,1,1,114
1703,9,1,1,114
1704,101,1,1,114
1705,6,1,1,114
1706,8,1,1,114
1707,10,1,1,114
1708,11,1,1,114
1709,1,1,1,114
1710,2,2,5,114
1711,3,2,5,115
1712,14,2,5,115
1713,13,2,5,115
1714,7,2,5,115
1715,4,2,5,115
1716,15,2,5,115
1717,12,2,5,115
1718,9,2,5,115
1719,101,2,5,115
1720,6,2,5,115
1721,8,2,5,115
1722,10,2,5,115
1723,11,2,5,115
1724,1,2,5,115
1725,2,2,5,115
1726,3,1,1,116
1727,14,1,1,116
1728,13,1,1,116
1729,7,1,1,116
1730,4,1,1,116
1731,15,1,1,116
1732,12,1,1,116
1733,9,1,1,116
1734,101,1,1,116
1735,6,1,1,116
1736,8,1,1,116
1737,10,1,1,116
1738,11,1,1,116
1739,1,1,1,116
1740,2,2,5,116
1741,3,1,1,117
1742,14,1,1,117
1743,13,1,1,117
1744,7,1,1,117
1745,4,1,1,117
1746,15,1,1,117
1747,12,1,1,117
1748,9,1,1,117
1749,101,1,1,117
1750,6,1,1,117
1751,8,1,1,117
1752,10,1,1,117
1753,11,1,1,117
1754,1,1,1,117
1755,2,2,5,117
1756,3,1,1,118
1757,14,1,1,118
1758,13,1,1,118
1759,7,1,1,118
1760,4,1,1,118
1761,15,1,1,118
1762,12,1,1,118
1763,9,1,1,118
1764,101,1,1,118
1765,6,1,1,118
1766,8,1,1,118
1767,10,1,1,118
1768,11,1,1,118
1769,1,1,1,118
1770,2,2,5,118
1771,3,2,5,119
1772,14,2,5,119
1773,13,2,5,119
1774,7,2,5,119
1775,4,2,5,119
1776,15,2,5,119
1777,12,2,5,119
1778,9,2,5,119
1779,101,2,5,119
1780,6,2,5,119
1781,8,2,5,119
1782,10,2,5,119
1783,11,2,5,119
1784,1,2,5,119
1785,2,2,5,119
1786,3,1,1,120
1787,14,1,1,120
1788,13,1,1,120
1789,7,1,1,120
1790,4,1,1,120
1791,15,1,1,120
1792,12,1,1,120
1793,9,1,1,120
1794,101,1,1,120
1795,6,1,1,120
1796,8,1,1,120
1797,10,1,1,120
1798,11,1,1,120
1799,1,1,1,120
1800,2,2,5,120
1801,3,1,1,121
1802,14,1,1,121
1803,13,1,1,121
1804,7,1,1,121
1805,4,1,1,121
1806,15,1,1,121
1807,12,1,1,121
1808,9,1,1,121
1809,101,1,1,121
1810,6,1,1,121
1811,8,1,1,121
1812,10,1,1,121
1813,11,1,1,121
1814,1,1,1,121
1815,2,2,5,121
1816,3,1,1,122
1817,14,1,1,122
1818,13,1,1,122
1819,7,1,1,122
1820,4,1,1,122
1821,15,1,1,122
1822,12,1,1,122
1823,9,1,1,122
1824,101,1,1,122
1825,6,1,1,122
1826,8,1,1,122
1827,10,1,1,122
1828,11,1,1,122
1829,1,1,1,122
1830,2,2,5,122
1831,3,1,1,123
1832,14,1,1,123
1833,13,1,1,123
1834,7,1,1,123
1835,4,1,1,123
1836,15,1,1,123
1837,12,1,1,123
1838,9,1,1,123
1839,101,1,1,123
1840,6,1,1,123
1841,8,1,1,123
1842,10,1,1,123
1843,11,1,1,123
1844,1,1,1,123
1845,2,2,5,123
1846,3,1,1,124
1847,14,1,1,124
1848,13,1,1,124
1849,7,1,1,124
1850,4,1,1,124
1851,15,1,1,124
1852,12,1,1,124
1853,9,1,1,124
1854,101,1,1,124
1855,6,1,1,124
1856,8,1,1,124
1857,10,1,1,124
1858,11,1,1,124
1859,1,1,1,124
1860,2,2,5,124
1861,3,1,1,125
1862,14,1,1,125
1863,13,1,1,125
1864,7,1,1,125
1865,4,1,1,125
1866,15,1,1,125
1867,12,1,1,125
1868,9,1,1,125
1869,101,1,1,125
1870,6,1,1,125
1871,8,1,1,125
1872,10,1,1,125
1873,11,1,1,125
1874,1,1,1,125
1875,2,2,5,125
1876,3,1,1,126
1877,14,1,1,126
1878,13,1,1,126
1879,7,1,1,126
1880,4,1,1,126
1881,15,1,1,126
1882,12,1,1,126
1883,9,1,1,126
1884,101,1,1,126
1885,6,1,1,126
1886,8,1,1,126
1887,10,1,1,126
1888,11,1,1,126
1889,1,1,1,126
1890,2,2,5,126
1891,3,1,1,127
1892,14,1,1,127
1893,13,1,1,127
1894,7,1,1,127
1895,4,1,1,127
1896,15,1,1,127
1897,12,1,1,127
1898,9,1,1,127
1899,101,1,1,127
1900,6,1,1,127
1901,8,1,1,127
1902,10,1,1,127
1903,11,1,1,127
1904,1,1,1,127
1905,2,2,5,127
1906,3,1,1,128
1907,14,1,1,128
1908,13,1,1,128
1909,7,1,1,128
1910,4,1,1,128
1911,15,1,1,128
1912,12,1,1,128
1913,9,1,1,128
1914,101,1,1,128
1915,6,1,1,128
1916,8,1,1,128
1917,10,1,1,128
1918,11,1,1,128
1919,1,1,1,128
1920,2,2,5,128
1921,3,1,1,129
1922,14,1,1,129
1923,13,1,1,129
1924,7,1,1,129
1925,4,1,1,129
1926,15,1,1,129
1927,12,1,1,129
1928,9,1,1,129
1929,101,1,1,129
1930,6,1,1,129
1931,8,1,1,129
1932,10,1,1,129
1933,11,1,1,129
1934,1,1,1,129
1935,2,2,5,129
1936,3,1,1,130
1937,14,1,1,130
1938,13,1,1,130
1939,7,1,1,130
1940,4,1,1,130
1941,15,1,1,130
1942,12,1,1,130
1943,9,1,1,130
1944,101,1,1,130
1945,6,1,1,130
1946,8,1,1,130
1947,10,1,1,130
1948,11,1,1,130
1949,1,1,1,130
1950,2,2,5,130
1951,3,1,1,131
1952,14,1,1,131
1953,13,1,1,131
1954,7,1,1,131
1955,4,1,1,131
1956,15,1,1,131
1957,12,1,1,131
1958,9,1,1,131
1959,101,1,1,131
1960,6,1,1,131
1961,8,1,1,131
1962,10,1,1,131
1963,11,1,1,131
1964,1,1,1,131
1965,2,2,5,131
1966,3,1,1,132
1967,14,1,1,132
1968,13,1,1,132
1969,7,1,1,132
1970,4,1,1,132
1971,15,1,1,132
1972,12,1,1,132
1973,9,1,1,132
1974,101,1,1,132
1975,6,1,1,132
1976,8,1,1,132
1977,10,1,1,132
1978,11,1,1,132
1979,1,1,1,132
1980,2,2,5,132
1981,3,1,1,133
1982,14,1,1,133
1983,13,1,1,133
1984,7,1,1,133
1985,4,1,1,133
1986,15,1,1,133
1987,12,1,1,133
1988,9,1,1,133
1989,101,1,1,133
1990,6,1,1,133
1991,8,1,1,133
1992,10,1,1,133
1993,11,1,1,133
1994,1,1,1,133
1995,2,2,5,133
1996,3,1,1,134
1997,14,1,1,134
1998,13,1,1,134
1999,7,1,1,134
2000,4,1,1,134
2001,15,1,1,134
2002,12,1,1,134
2003,9,1,1,134
2004,101,1,1,134
2005,6,1,1,134
2006,8,1,1,134
2007,10,1,1,134
2008,11,1,1,134
2009,1,1,1,134
2010,2,2,5,134
2011,3,1,1,135
2012,14,1,1,135
2013,13,1,1,135
2014,7,1,1,135
2015,4,1,1,135
2016,15,1,1,135
2017,12,1,1,135
2018,9,1,1,135
2019,101,1,1,135
2020,6,1,1,135
2021,8,1,1,135
2022,10,1,1,135
2023,11,1,1,135
2024,1,1,1,135
2025,2,2,5,135
2026,3,1,1,136
2027,14,1,1,136
2028,13,1,1,136
2029,7,1,1,136
2030,4,1,1,136
2031,15,1,1,136
2032,12,1,1,136
2033,9,1,1,136
2034,101,1,1,136
2035,6,1,1,136
2036,8,1,1,136
2037,10,1,1,136
2038,11,1,1,136
2039,1,1,1,136
2040,2,2,5,136
2041,3,1,1,137
2042,14,1,1,137
2043,13,1,1,137
2044,7,1,1,137
2045,4,1,1,137
2046,15,1,1,137
2047,12,1,1,137
2048,9,1,1,137
2049,101,1,1,137
2050,6,1,1,137
2051,8,1,1,137
2052,10,1,1,137
2053,11,1,1,137
2054,1,1,1,137
2055,2,2,5,137
2056,3,1,1,138
2057,14,1,1,138
2058,13,1,1,138
2059,7,1,1,138
2060,4,1,1,138
2061,15,1,1,138
2062,12,1,1,138
2063,9,1,1,138
2064,101,1,1,138
2065,6,1,1,138
2066,8,1,1,138
2067,10,1,1,138
2068,11,1,1,138
2069,1,1,1,138
2070,2,2,5,138
2071,3,1,1,139
2072,14,1,1,139
2073,13,1,1,139
2074,7,1,1,139
2075,4,1,1,139
2076,15,1,1,139
2077,12,1,1,139
2078,9,1,1,139
2079,101,1,1,139
2080,6,1,1,139
2081,8,1,1,139
2082,10,1,1,139
2083,11,1,1,139
2084,1,1,1,139
2085,2,2,5,139
2086,3,2,5,140
2087,14,2,5,140
2088,13,2,5,140
2089,7,2,5,140
2090,4,2,5,140
2091,15,2,5,140
2092,12,2,5,140
2093,9,2,5,140
2094,101,2,5,140
2095,6,2,5,140
2096,8,2,5,140
2097,10,2,5,140
2098,11,2,5,140
2099,1,2,5,140
2100,2,2,5,140
2101,3,1,1,141
2102,14,1,1,141
2103,13,1,1,141
2104,7,1,1,141
2105,4,1,1,141
2106,15,1,1,141
2107,12,1,1,141
2108,9,1,1,141
2109,101,1,1,141
2110,6,1,1,141
2111,8,1,1,141
2112,10,1,1,141
2113,11,1,1,141
2114,1,1,1,141
2115,2,2,5,141
2116,3,2,5,142
2117,14,2,5,142
2118,13,2,5,142
2119,7,2,5,142
2120,4,2,5,142
2121,15,2,5,142
2122,12,2,5,142
2123,9,2,5,142
2124,101,2,5,142
2125,6,2,5,142
2126,8,2,5,142
2127,10,2,5,142
2128,11,2,5,142
2129,1,2,5,142
2130,2,2,5,142
2131,3,1,1,143
2132,14,1,1,143
2133,13,1,1,143
2134,7,1,1,143
2135,4,1,1,143
2136,15,1,1,143
2137,12,1,1,143
2138,9,1,1,143
2139,101,1,1,143
2140,6,1,1,143
2141,8,1,1,143
2142,10,1,1,143
2143,11,1,1,143
2144,1,1,1,143
2145,2,2,5,143
2146,3,1,1,144
2147,14,1,1,144
2148,13,1,1,144
2149,7,1,1,144
2150,4,1,1,144
2151,15,1,1,144
2152,12,1,1,144
2153,9,1,1,144
2154,101,1,1,144
2155,6,1,1,144
2156,8,1,1,144
2157,10,1,1,144
2158,11,1,1,144
2159,1,1,1,144
2160,2,2,5,144
2161,3,1,1,145
2162,14,1,1,145
2163,13,1,1,145
2164,7,1,1,145
2165,4,1,1,145
2166,15,1,1,145
2167,12,1,1,145
2168,9,1,1,145
2169,101,1,1,145
2170,6,1,1,145
2171,8,1,1,145
2172,10,1,1,145
2173,11,1,1,145
2174,1,1,1,145
2175,2,2,5,145
2176,3,1,1,146
2177,14,1,1,146
2178,13,1,1,146
2179,7,1,1,146
2180,4,1,1,146
2181,15,1,1,146
2182,12,1,1,146
2183,9,1,1,146
2184,101,1,1,146
2185,6,1,1,146
2186,8,1,1,146
2187,10,1,1,146
2188,11,1,1,146
2189,1,1,1,146
2190,2,2,5,146
2191,3,2,4,147
2192,14,2,4,147
2193,13,2,4,147
2194,7,2,4,147
2195,4,2,4,147
2196,15,2,4,147
2197,12,2,4,147
2198,9,2,4,147
2199,101,2,5,147
2200,6,2,4,147
2201,8,2,4,147
2202,10,2,4,147
2203,11,2,4,147
2204,1,2,4,147
2205,2,2,4,147
2206,3,1,1,148
2207,14,1,1,148
2208,13,1,1,148
2209,7,1,1,148
2210,4,1,1,148
2211,15,1,1,148
2212,12,1,1,148
2213,9,1,1,148
2214,101,1,1,148
2215,6,1,1,148
2216,8,1,1,148
2217,10,1,1,148
2218,11,1,1,148
2219,1,1,1,148
2220,2,2,5,148
2221,3,1,1,149
2222,14,1,1,149
2223,13,1,1,149
2224,7,1,1,149
2225,4,1,1,149
2226,15,1,1,149
2227,12,1,1,149
2228,9,1,1,149
2229,101,1,1,149
2230,6,1,1,149
2231,8,1,1,149
2232,10,1,1,149
2233,11,1,1,149
2234,1,1,1,149
2235,2,2,5,149
2236,3,1,1,150
2237,14,1,1,150
2238,13,1,1,150
2239,7,1,1,150
2240,4,1,1,150
2241,15,1,1,150
2242,12,1,1,150
2243,9,1,1,150
2244,101,1,1,150
2245,6,1,1,150
2246,8,1,1,150
2247,10,1,1,150
2248,11,1,1,150
2249,1,1,1,150
2250,2,2,5,150
2251,3,1,1,151
2252,14,1,1,151
2253,13,1,1,151
2254,7,1,1,151
2255,4,1,1,151
2256,15,1,1,151
2257,12,1,1,151
2258,9,1,1,151
2259,101,1,1,151
2260,6,1,1,151
2261,8,1,1,151
2262,10,1,1,151
2263,11,1,1,151
2264,1,1,1,151
2265,2,2,5,151
2266,3,1,1,152
2267,14,1,1,152
2268,13,1,1,152
2269,7,1,1,152
2270,4,1,1,152
2271,15,1,1,152
2272,12,1,1,152
2273,9,1,1,152
2274,101,1,1,152
2275,6,1,1,152
2276,8,1,1,152
2277,10,1,1,152
2278,11,1,1,152
2279,1,1,1,152
2280,2,2,5,152
2281,3,1,1,153
2282,14,1,1,153
2283,13,1,1,153
2284,7,1,1,153
2285,4,1,1,153
2286,15,1,1,153
2287,12,1,1,153
2288,9,1,1,153
2289,101,1,1,153
2290,6,1,1,153
2291,8,1,1,153
2292,10,1,1,153
2293,11,1,1,153
2294,1,1,1,153
2295,2,2,5,153
2296,3,1,1,154
2297,14,1,1,154
2298,13,1,1,154
2299,7,1,1,154
2300,4,1,1,154
2301,15,1,1,154
2302,12,1,1,154
2303,9,1,1,154
2304,101,1,1,154
2305,6,1,1,154
2306,8,1,1,154
2307,10,1,1,154
2308,11,1,1,154
2309,1,1,1,154
2310,2,2,5,154
2311,3,2,5,155
2312,14,2,5,155
2313,13,2,5,155
2314,7,2,5,155
2315,4,2,5,155
2316,15,2,5,155
2317,12,2,5,155
2318,9,2,5,155
2319,101,2,5,155
2320,6,2,5,155
2321,8,2,5,155
2322,10,2,5,155
2323,11,2,5,155
2324,1,2,5,155
2325,2,2,5,155
2326,3,1,1,156
2327,14,1,1,156
2328,13,1,1,156
2329,7,1,1,156
2330,4,1,1,156
2331,15,1,1,156
2332,12,1,1,156
2333,9,1,1,156
2334,101,1,1,156
2335,6,1,1,156
2336,8,1,1,156
2337,10,1,1,156
2338,11,1,1,156
2339,1,1,1,156
2340,2,2,5,156
2341,3,1,1,157
2342,14,1,1,157
2343,13,1,1,157
2344,7,1,1,157
2345,4,1,1,157
2346,15,1,1,157
2347,12,1,1,157
2348,9,1,1,157
2349,101,1,1,157
2350,6,1,1,157
2351,8,1,1,157
2352,10,1,1,157
2353,11,1,1,157
2354,1,1,1,157
2355,2,2,5,157
2356,3,1,1,158
2357,14,1,1,158
2358,13,1,1,158
2359,7,1,1,158
2360,4,1,1,158
2361,15,1,1,158
2362,12,1,1,158
2363,9,1,1,158
2364,101,1,1,158
2365,6,1,1,158
2366,8,1,1,158
2367,10,1,1,158
2368,11,1,1,158
2369,1,1,1,158
2370,2,2,5,158
2371,3,1,1,159
2372,14,1,1,159
2373,13,1,1,159
2374,7,1,1,159
2375,4,1,1,159
2376,15,1,1,159
2377,12,1,1,159
2378,9,1,1,159
2379,101,1,1,159
2380,6,1,1,159
2381,8,1,1,159
2382,10,1,1,159
2383,11,1,1,159
2384,1,1,1,159
2385,2,2,5,159
2386,3,1,1,160
2387,14,1,1,160
2388,13,1,1,160
2389,7,1,1,160
2390,4,1,1,160
2391,15,1,1,160
2392,12,1,1,160
2393,9,1,1,160
2394,101,1,1,160
2395,6,1,1,160
2396,8,1,1,160
2397,10,1,1,160
2398,11,1,1,160
2399,1,1,1,160
2400,2,2,5,160
2401,3,1,1,161
2402,14,1,1,161
2403,13,1,1,161
2404,7,1,1,161
2405,4,1,1,161
2406,15,1,1,161
2407,12,1,1,161
2408,9,1,1,161
2409,101,1,1,161
2410,6,1,1,161
2411,8,1,1,161
2412,10,1,1,161
2413,11,1,1,161
2414,1,1,1,161
2415,2,2,5,161
2416,3,1,1,162
2417,14,1,1,162
2418,13,1,1,162
2419,7,1,1,162
2420,4,1,1,162
2421,15,1,1,162
2422,12,1,1,162
2423,9,1,1,162
2424,101,1,1,162
2425,6,1,1,162
2426,8,1,1,162
2427,10,1,1,162
2428,11,1,1,162
2429,1,1,1,162
2430,2,2,5,162
2431,3,2,5,163
2432,14,2,5,163
2433,13,2,5,163
2434,7,2,5,163
